,user_id,item_id,interaction
198,2794,1233,1
199,6073,1091,0
200,902,1178,0
201,3492,1509,1
202,6509,4197,0
203,5576,3230,1
204,4400,1292,0
205,1346,461,1
206,4791,1180,0
207,2744,1787,1
208,4110,3908,0
209,4929,810,0
210,3879,1695,1
211,6023,2478,0
212,4872,3788,1
213,6129,536,0
214,5250,734,1
215,3987,3972,0
216,2581,405,1
217,5092,3885,1
218,6593,405,0
219,1419,3698,1
220,2020,2574,0
221,4346,2973,1
222,2164,874,0
223,6845,2479,0
224,540,703,0
225,1215,1741,0
226,5361,1025,0
227,3520,766,0
228,125,2354,1
229,3958,1012,1
230,2880,519,0
231,959,1148,0
232,3598,3786,0
233,905,1409,0
234,5572,535,1
235,1748,1335,1
236,879,167,0
237,550,3403,0
238,602,3678,1
239,1387,3161,1
240,6629,1518,0
241,3282,2646,1
242,264,2086,0
243,6905,2227,1
244,5261,921,0
245,6063,1210,0
246,6928,215,1
247,5739,1767,1
248,4032,4214,0
249,5554,3144,0
250,1355,86,0
251,1876,1945,1
252,2818,2275,1
253,3434,3647,1
254,2601,2377,1
255,908,2240,0
256,150,2163,0
257,3002,3479,0
258,5507,1066,0
259,4106,2933,1
260,4861,2672,0
261,1905,72,0
262,5909,414,0
263,3483,4110,0
264,4511,4103,0
265,5803,3975,1
266,4094,4136,0
267,6079,713,1
268,120,3520,0
269,5255,3791,1
270,6029,404,0
271,2201,825,0
272,4026,1959,1
273,1197,2739,1
274,5606,2270,0
275,2470,3355,1
276,104,809,0
277,6774,1882,0
278,519,2456,0
279,3294,680,1
280,5905,1461,0
281,5939,4045,1
282,2388,1598,0
283,6096,811,1
284,1826,1873,0
285,6918,1427,0
286,5606,964,1
287,55,3420,0
288,4465,1500,0
289,2761,2282,1
290,4466,36,0
291,3273,2196,1
292,2986,3583,0
293,4508,1663,1
294,5909,1002,1
295,723,3716,0
296,4630,2781,0
297,5820,4125,0
298,6049,2949,1
299,4972,516,0
300,5393,2701,1
301,99,2329,0
302,2860,3038,0
303,6771,1659,1
304,4899,2973,0
305,2120,910,0
306,3443,2431,1
307,4783,275,1
308,5691,2680,1
309,753,2290,1
310,6434,1108,0
311,471,296,0
312,6336,2381,0
313,3712,2197,0
314,4429,1588,0
315,1401,2800,1
316,3874,3611,1
317,3466,855,1
318,4939,3215,1
319,2328,3035,0
320,5557,1247,1
321,1811,3070,0
322,2595,598,1
323,2412,4090,1
324,6210,2071,0
325,2301,1241,0
326,2887,3124,1
327,3526,1799,0
328,4965,159,0
329,650,1788,0
330,2890,1358,1
331,2409,929,1
332,2201,2018,1
333,6161,3582,1
334,5398,4028,0
335,810,1616,1
336,3732,3442,0
337,3974,3521,0
338,2940,868,1
339,1871,3256,1
340,3928,911,0
341,3050,1915,0
342,6290,1754,0
343,1624,2663,1
344,1561,43,0
345,4852,3442,0
346,1982,2318,0
347,6780,713,1
348,5711,35,1
349,3006,3968,1
350,4019,131,0
351,1811,3321,0
352,3525,790,0
353,1122,484,0
354,4769,2807,0
355,3199,1236,1
356,3033,2335,0
357,1598,3780,1
358,6855,2120,0
359,2903,2982,1
360,4977,2940,0
361,1153,3896,0
362,3734,3819,1
363,5332,3714,1
364,466,982,1
365,3961,2125,1
366,2939,403,1
367,2048,4122,1
368,6493,150,1
369,7024,3497,1
370,1061,949,1
371,7015,2129,0
372,4719,1920,0
373,6242,3291,1
374,6970,1874,1
375,629,1636,0
376,3606,2800,1
377,891,1228,1
378,155,1890,0
379,5823,535,0
380,1483,1902,1
381,1633,2262,0
382,4669,4023,0
383,5805,2584,0
384,610,1490,1
385,4794,3668,1
386,412,3066,1
387,2450,521,1
388,2955,3228,0
389,6748,3231,0
390,541,2750,1
391,455,348,0
392,2409,1511,1
393,4743,1316,0
394,3680,2546,1
395,559,2757,0
396,6216,2536,1
397,2670,429,0
398,548,1708,1
399,5990,2893,1
400,4683,3483,0
401,5887,1525,1
402,823,3485,1
403,3373,1115,1
404,1288,2030,1
405,1991,114,0
406,6899,2846,1
407,4207,1119,0
408,5232,1367,1
409,2866,826,1
410,4,4017,0
411,2906,2188,1
412,2360,3937,1
413,2619,3502,0
414,6763,1877,0
415,5631,3438,1
416,4320,1915,0
417,5461,1544,1
418,6148,4059,1
419,6470,3645,1
420,4304,745,0
421,5557,137,0
422,5572,919,1
423,5655,1917,1
424,5028,3802,0
425,4136,1008,1
426,1273,468,0
427,506,1346,1
428,4588,298,1
429,5591,1999,1
430,2127,1049,0
431,5043,3029,0
432,3618,2566,1
433,222,418,0
434,2523,2907,1
435,4072,1770,1
436,6717,1591,1
437,2977,3721,0
438,1141,1974,1
439,2837,3103,1
440,5213,2024,0
441,6551,1215,0
442,2678,3988,0
443,2493,1578,1
444,3922,852,0
445,7016,1455,0
446,5993,640,0
447,3907,777,0
448,4622,2080,1
449,1504,678,1
450,5608,2945,1
451,4691,390,0
452,1051,1044,0
453,1448,1789,1
454,5827,28,0
455,948,3116,0
456,865,1673,1
457,10,1694,1
458,2737,4108,1
459,494,2717,1
460,3295,1637,0
461,3826,3418,0
462,5218,2188,1
463,3966,4205,0
464,170,4142,1
465,644,2712,0
466,2928,4122,1
467,4936,2120,1
468,5546,291,1
469,2474,403,1
470,2574,2211,0
471,6959,2855,1
472,407,3609,0
473,5031,1613,0
474,999,1074,0
475,4835,3708,0
476,4946,2667,1
477,3373,1532,0
478,4989,3340,1
479,4934,4192,1
480,6001,4222,0
481,7076,3320,0
482,2220,3177,0
483,6274,4069,1
484,4539,2014,1
485,5895,1264,0
486,6368,1314,1
487,6700,1195,1
488,1095,283,0
489,5863,3584,0
490,284,751,0
491,6090,1893,1
492,2798,1403,1
493,391,2505,1
494,759,910,0
495,145,1741,0
496,42,3041,0
497,5966,460,1
498,99,1327,1
499,3649,1689,0
500,766,3438,1
501,6411,1415,0
502,2488,3558,1
503,4037,2480,1
504,1625,271,0
505,461,3786,1
506,546,4183,1
507,2251,2316,1
508,5028,548,1
509,5353,1637,0
510,1273,3505,1
511,4877,1396,0
512,917,937,0
513,3912,2362,1
514,6014,708,0
515,3750,3476,1
516,3554,41,1
517,1470,4081,1
518,4645,1115,1
519,919,1999,1
520,1069,478,0
521,4979,1306,1
522,5021,715,1
523,4243,317,0
524,4498,936,1
525,56,2941,1
526,223,2136,1
527,5361,3679,0
528,5193,889,1
529,2725,3664,0
530,1044,956,0
531,6245,821,0
532,868,2144,1
533,1278,1002,0
534,5402,2876,0
535,3843,3374,1
536,3656,3428,1
537,3734,2955,1
538,3397,2192,0
539,6648,4203,1
540,5362,159,1
541,3368,3302,0
542,1903,2997,1
543,135,452,1
544,1456,2102,0
545,6310,68,1
546,6440,1933,1
547,6501,1970,0
548,4878,3109,1
549,4974,2430,1
550,392,1663,1
551,2153,1683,1
552,1160,3089,0
553,1438,2222,1
554,3139,1313,0
555,4524,3613,1
556,634,1206,0
557,6409,3713,1
558,3443,3674,1
559,6857,1509,1
560,6642,1799,0
561,6981,246,1
562,6886,213,0
563,3246,34,0
564,833,2507,1
565,4585,2142,1
566,219,1457,0
567,220,1396,0
568,2529,1652,1
569,4146,226,0
570,2079,2936,0
571,1505,482,0
572,4004,3047,1
573,5497,460,0
574,4077,2546,1
575,870,195,1
576,5098,2827,0
577,7050,2192,0
578,2299,1840,1
579,331,3472,0
580,6846,302,0
581,2622,2043,0
582,3036,2053,0
583,4600,1868,1
584,4029,2062,1
585,6842,1363,0
586,2334,483,0
587,67,1559,1
588,3740,3196,1
589,3866,137,1
590,6664,2275,0
591,409,2103,0
592,4420,438,1
593,1548,455,0
594,4530,1359,0
595,6265,3309,1
596,231,2404,0
597,5468,2046,1
598,2174,3087,1
599,2739,752,1
600,750,1392,0
601,4725,4081,0
602,2137,2799,0
603,1633,2111,0
604,1640,89,1
605,5915,273,1
606,3650,3070,0
607,529,3923,0
608,3039,1768,1
609,5101,3319,1
610,2050,52,1
611,2840,2570,1
612,1671,3545,1
613,5121,1195,1
614,5715,11,0
615,4063,2470,1
616,4967,1845,1
617,6102,3082,1
618,2625,2981,1
619,585,2188,0
620,3462,3065,1
621,3249,4083,0
622,4216,3653,0
623,5464,3507,1
624,1575,3380,0
625,6460,55,1
626,3349,1041,1
627,1222,1534,0
628,6432,3174,0
629,1253,978,1
630,4835,3949,0
631,6962,33,0
632,4347,4173,0
633,521,3136,0
634,6383,3998,1
635,6912,1516,0
636,4296,2933,1
637,4912,3395,0
638,1018,4001,0
639,1215,1879,0
640,4793,3942,1
641,902,1294,0
642,5897,3109,0
643,4367,1677,0
644,5250,3741,1
645,5257,4073,0
646,5146,144,0
647,6359,2653,0
648,4646,428,0
649,2285,3515,1
650,3470,2759,0
651,3204,2870,0
652,1791,3147,0
653,572,3177,0
654,2945,617,0
655,3006,4166,1
656,5962,3374,1
657,1310,169,0
658,1822,1664,1
659,3245,3477,0
660,5891,3671,0
661,405,3445,1
662,3009,3749,0
663,2684,1586,1
664,5733,1149,1
665,6294,2393,1
666,4073,1625,0
667,528,917,0
668,1934,3793,0
669,6907,3450,1
670,1420,1220,1
671,4636,1990,1
672,4776,1228,1
673,1613,4136,0
674,697,1171,1
675,2751,3141,0
676,189,4183,1
677,353,1962,1
678,5952,90,1
679,4049,3408,0
680,2008,2075,1
681,6054,3816,0
682,4837,433,1
683,6645,3158,1
684,3614,3134,1
685,4699,1603,1
686,5825,745,1
687,2711,1442,1
688,1010,1619,1
689,2409,478,1
690,5693,2967,0
691,2509,2831,0
692,2935,3004,1
693,6245,4152,0
694,1755,2443,0
695,3869,1861,1
696,442,4134,0
697,135,562,1
698,3351,1940,0
699,447,4018,1
700,2355,533,0
701,491,2552,0
702,6910,3092,0
703,922,2718,0
704,6604,1238,0
705,4671,4083,0
706,802,2543,1
707,3841,3677,0
708,4706,1577,1
709,2790,3122,1
710,6523,1555,1
711,5072,2156,1
712,2086,425,1
713,711,1137,1
714,2208,2985,0
715,6405,3185,0
716,23,409,1
717,6096,1476,0
718,833,1758,1
719,4126,2912,1
720,2487,4191,0
721,6669,3636,1
722,531,4078,0
723,3410,1954,1
724,1135,482,0
725,6742,4196,1
726,2431,3045,1
727,4294,3225,0
728,6169,1542,0
729,1729,450,0
730,4715,65,0
731,1991,927,0
732,1022,2044,0
733,5936,3723,1
734,3237,1139,0
735,3916,329,0
736,5030,333,1
737,5273,4166,1
738,306,1534,0
739,5303,202,0
740,5377,3149,0
741,4395,3322,0
742,6622,1100,0
743,6813,2550,0
744,6510,462,1
745,692,2999,1
746,1156,2833,1
747,604,2217,0
748,4572,2436,1
749,1625,2223,1
750,5305,214,1
751,5350,651,1
752,6815,2508,1
753,3908,3168,0
754,5499,53,1
755,5254,3427,0
756,2490,2775,1
757,386,3208,0
758,5512,1012,0
759,3755,2065,1
760,43,1972,1
761,5268,2744,0
762,2574,716,0
763,5363,3560,1
764,3537,3972,0
765,3953,4106,1
766,639,3146,1
767,3472,218,0
768,2895,1810,1
769,5701,2071,0
770,2085,2888,1
771,1257,3622,1
772,6155,1939,0
773,4575,2978,0
774,2620,67,0
775,5521,3000,1
776,4383,3482,0
777,808,3785,0
778,3771,2232,1
779,5626,3661,0
780,220,1757,1
781,4909,1706,1
782,1501,1998,1
783,7082,1572,0
784,651,377,1
785,2223,1009,1
786,6422,2029,0
787,5152,3029,1
788,6011,1177,0
789,6087,54,0
790,4743,3319,1
791,3904,702,0
792,6121,2732,1
793,5889,1689,1
794,5829,2416,0
795,1167,1008,1
796,3926,38,0
797,3094,2253,1
798,3435,2898,0
799,5818,2298,1
800,641,3116,0
801,617,2571,0
802,1406,2512,0
803,5644,3065,1
804,2380,1321,1
805,4397,2546,0
806,5950,285,1
807,3671,3655,0
808,4251,428,1
809,6175,4210,1
810,5402,3429,1
811,4551,3989,0
812,4088,3877,1
813,5934,608,0
814,3026,764,0
815,1934,641,1
816,3470,4087,0
817,408,1181,1
818,6539,3744,1
819,2090,902,1
820,4228,2570,1
821,6954,1397,1
822,6312,180,0
823,3462,2854,1
824,3983,3313,1
825,4970,959,1
826,6577,3533,0
827,5473,3375,1
828,1100,1536,1
829,5122,460,0
830,4227,3157,1
831,6235,3766,1
832,2207,3453,1
833,4066,2744,0
834,1630,3149,0
835,2712,2385,1
836,3838,51,1
837,6248,295,1
838,7036,3056,1
839,2446,1389,0
840,6165,4003,0
841,6809,874,0
842,2718,2521,1
843,6634,2854,1
844,4505,1970,1
845,5542,1244,1
846,756,3506,1
847,1907,398,0
848,3015,1629,1
849,6911,3039,0
850,4449,2091,1
851,5923,3731,1
852,6004,3523,1
853,5506,76,1
854,2392,711,1
855,6367,1028,1
856,4865,113,0
857,2063,1046,1
858,3766,3092,0
859,1900,614,1
860,4586,2454,0
861,3909,2267,0
862,3546,2054,0
863,1585,3001,0
864,3342,4206,0
865,4266,3089,1
866,4742,519,1
867,5076,177,0
868,3512,3834,1
869,698,2784,0
870,197,3643,0
871,4161,1747,0
872,2044,1252,1
873,3408,1727,1
874,6346,3394,0
875,1370,3525,0
876,128,439,1
877,5096,198,0
878,3163,2891,0
879,5923,2296,0
880,6489,530,0
881,4094,1311,0
882,2234,2379,0
883,1664,1029,0
884,1649,1053,1
885,3727,3071,0
886,4235,190,0
887,323,457,0
888,1448,1031,0
889,2360,1462,1
890,5622,1754,1
891,996,442,1
892,7108,4163,0
893,6189,2946,1
894,6247,1642,0
895,2781,147,0
896,4824,1443,1
897,1672,1975,1
898,5284,3176,0
899,5900,2439,0
900,3894,3548,0
901,3,81,0
902,4504,2907,0
903,1802,1748,0
904,2144,1381,0
905,1864,2419,0
906,1552,2239,1
907,1590,1762,1
908,7005,2811,0
909,5638,2123,0
910,2705,147,1
911,6078,1632,1
912,1863,715,1
913,3698,1433,1
914,5915,1992,0
915,1497,2768,0
916,2527,341,0
917,1403,3629,0
918,2951,980,0
919,4972,1829,1
920,1905,1927,1
921,4213,2705,1
922,3346,2691,1
923,3315,1302,0
924,1671,52,0
925,5735,1333,1
926,4474,4091,1
927,3821,3550,1
928,2746,990,0
929,2610,2165,0
930,5318,3066,0
931,2246,974,1
932,2588,4019,0
933,6110,338,1
934,4380,261,0
935,66,2035,0
936,1619,3808,0
937,2877,2806,1
938,4010,2494,0
939,2988,3858,0
940,3073,3026,1
941,2111,1923,0
942,1646,4014,1
943,768,618,1
944,2506,3150,0
945,3681,979,0
946,5439,2897,1
947,6405,1665,1
948,4514,1576,0
949,4564,3570,1
950,4929,3514,0
951,6254,3593,0
952,5082,1849,0
953,3783,1746,1
954,6457,4080,0
955,5970,2072,1
956,315,144,1
957,866,2848,0
958,3312,529,1
959,2913,502,1
960,283,1179,0
961,6530,4149,1
962,2695,659,1
963,545,1557,1
964,2874,676,0
965,45,2401,0
966,1895,1085,1
967,3454,528,0
968,1434,3408,1
969,463,3236,1
970,5687,1083,1
971,5641,2546,0
972,5130,2034,0
973,4066,1176,0
974,5219,1245,1
975,2729,236,0
976,238,2120,1
977,6224,3437,1
978,5768,2165,0
979,108,1877,0
980,1130,9,1
981,2752,2936,0
982,5361,640,1
983,2757,120,1
984,5087,4167,1
985,5863,3393,0
986,3466,2101,1
987,6276,3498,0
988,87,826,0
989,1809,1822,0
990,2820,720,1
991,285,1149,0
992,1047,1881,1
993,4431,713,0
994,1599,3206,1
995,324,2159,1
996,2742,558,0
997,4492,309,1
998,1883,2737,1
999,3918,1848,1
1000,5284,1017,0
1001,5103,1704,1
1002,4984,3935,1
1003,5529,1137,1
1004,6052,209,0
1005,5659,293,0
1006,4965,2141,0
1007,1307,711,0
1008,1043,242,0
1009,891,1045,0
1010,2798,2581,1
1011,3236,1604,1
1012,4863,2553,0
1013,3543,3233,0
1014,5908,697,0
1015,3259,726,0
1016,4019,1269,1
1017,4223,3112,1
1018,4373,2101,1
1019,2430,1163,0
1020,4313,1611,1
1021,2536,2378,0
1022,3482,1120,1
1023,4756,2917,0
1024,1501,958,1
1025,6743,3356,1
1026,5673,2306,0
1027,3690,3614,0
1028,2446,1069,0
1029,1146,805,0
1030,5328,2129,0
1031,1532,3166,1
1032,1625,2345,0
1033,4210,596,1
1034,5296,3730,0
1035,3332,586,0
1036,2533,1225,0
1037,4004,590,0
1038,1381,1891,0
1039,1102,2166,0
1040,4280,2132,1
1041,2401,871,1
1042,140,2933,1
1043,5038,1910,0
1044,1722,1671,1
1045,4276,2060,0
1046,7028,3048,0
1047,5722,1075,0
1048,68,3732,0
1049,5717,4077,0
1050,382,3918,0
1051,2713,1219,1
1052,4274,1580,0
1053,2036,884,1
1054,917,3243,0
1055,3565,3393,0
1056,5669,57,1
1057,6948,2651,0
1058,912,1524,1
1059,1198,161,0
1060,5043,3328,1
1061,3884,4200,1
1062,4307,527,0
1063,6358,3856,0
1064,4304,2977,1
1065,4117,2295,1
1066,3977,1101,1
1067,1745,2726,0
1068,656,2285,1
1069,2913,1790,1
1070,1214,561,1
1071,3920,4065,1
1072,2300,1004,1
1073,7082,2846,1
1074,4998,187,0
1075,7095,573,1
1076,1607,3341,0
1077,4069,40,0
1078,3153,2913,1
1079,4252,2721,0
1080,5446,2326,0
1081,6277,750,1
1082,5283,3446,1
1083,296,2788,1
1084,2793,1656,1
1085,5638,672,1
1086,2273,1716,0
1087,216,2442,0
1088,88,2110,0
1089,522,1541,1
1090,564,215,0
1091,1068,1688,1
1092,6584,745,0
1093,3854,1686,1
1094,5550,1251,1
1095,2389,2012,1
1096,5208,2848,0
1097,2634,3392,1
1098,6893,1854,1
1099,1951,551,0
1100,4661,4012,0
1101,5938,948,0
1102,3620,2600,0
1103,1068,78,0
1104,3677,2907,0
1105,4151,3919,1
1106,4442,3748,0
1107,3322,189,0
1108,2002,1595,0
1109,97,3561,0
1110,4635,963,0
1111,1232,1081,0
1112,3442,120,1
1113,954,3103,0
1114,4383,3036,1
1115,5456,831,1
1116,3362,3552,0
1117,3378,1730,1
1118,5468,560,1
1119,4250,1603,0
1120,76,2496,1
1121,4495,848,1
1122,6029,1525,0
1123,14,2209,0
1124,1752,2727,1
1125,3056,380,1
1126,2872,1592,0
1127,1088,1555,0
1128,3581,3480,1
1129,5261,3344,0
1130,5173,1941,0
1131,3349,1900,0
1132,5108,4119,0
1133,5284,1971,0
1134,4330,2268,1
1135,5964,4165,1
1136,3551,118,0
1137,495,4045,1
1138,1985,1401,0
1139,3081,4040,0
1140,6482,3976,0
1141,1717,2407,1
1142,3634,2683,0
1143,4334,565,1
1144,932,1980,1
1145,5804,2300,1
1146,1531,2705,0
1147,4986,3272,1
1148,5679,2908,1
1149,5870,3473,1
1150,2676,985,1
1151,6696,404,0
1152,3638,3128,0
1153,2649,3446,0
1154,1882,4118,0
1155,6494,1711,1
1156,566,3894,1
1157,1713,3856,1
1158,5991,3444,1
1159,968,4198,1
1160,2820,2190,1
1161,2552,1226,0
1162,1810,2775,0
1163,6984,2933,1
1164,74,1200,0
1165,3959,4125,0
1166,6927,474,1
1167,2698,416,1
1168,4393,298,1
1169,3403,3979,1
1170,1300,1134,1
1171,1038,2876,1
1172,5257,133,1
1173,6860,3129,1
1174,1890,2010,1
1175,1412,3736,1
1176,3434,882,0
1177,3861,4082,0
1178,1606,1828,0
1179,3568,2843,0
1180,5786,3192,0
1181,1865,2630,0
1182,3324,2717,1
1183,5027,942,0
1184,29,426,1
1185,3681,182,0
1186,1517,1857,1
1187,4253,220,1
1188,1861,2923,1
1189,2581,3518,1
1190,387,532,0
1191,671,2700,0
1192,4250,375,0
1193,1681,3645,1
1194,4999,2605,0
1195,2725,2201,0
1196,1017,3458,0
1197,5257,1179,0
1198,3981,1523,1
1199,1948,3658,0
1200,503,3647,0
1201,5557,686,0
1202,2813,2185,1
1203,829,1527,0
1204,6218,244,0
1205,3290,3895,1
1206,3657,268,1
1207,639,2965,1
1208,2108,3919,0
1209,6841,2052,1
1210,430,592,1
1211,5713,3417,1
1212,2307,1225,0
1213,371,3506,1
1214,5961,2158,1
1215,4605,588,1
1216,5989,1384,1
1217,2179,821,0
1218,1586,4041,1
1219,7043,637,0
1220,4359,1595,1
1221,5710,4144,1
1222,4893,2152,1
1223,6907,1512,0
1224,5171,2299,1
1225,1245,2096,0
1226,4219,1330,0
1227,178,9,1
1228,2056,370,0
1229,2435,3014,0
1230,2417,2148,0
1231,3318,1834,0
1232,2135,881,0
1233,5512,959,0
1234,2530,727,1
1235,6771,2254,0
1236,5930,514,1
1237,5252,4041,0
1238,1176,2385,1
1239,6662,3122,1
1240,2086,3820,0
1241,444,2337,0
1242,2091,2938,1
1243,3202,2062,1
1244,551,3567,0
1245,2462,2841,1
1246,6722,3673,1
1247,6819,839,1
1248,6074,240,0
1249,5873,3025,1
1250,5920,2748,1
1251,6231,3418,0
1252,4706,2334,0
1253,7081,522,0
1254,568,2199,1
1255,836,648,0
1256,983,4221,0
1257,3591,679,1
1258,1884,39,1
1259,2245,2066,0
1260,5523,3863,0
1261,775,3438,0
1262,2631,370,0
1263,2089,3161,0
1264,4951,1545,1
1265,1179,454,0
1266,4828,2211,0
1267,4991,3344,0
1268,4245,1203,0
1269,1240,3430,0
1270,4974,2655,1
1271,2527,156,0
1272,5515,230,0
1273,1377,2231,1
1274,5076,2266,1
1275,1308,1911,0
1276,913,3398,1
1277,2405,705,0
1278,5818,750,0
1279,4682,2709,0
1280,6722,4028,0
1281,455,658,0
1282,5869,155,0
1283,52,2667,1
1284,534,2404,0
1285,6266,355,0
1286,1581,2749,0
1287,5930,1005,0
1288,7088,1428,0
1289,6477,3390,1
1290,4022,1691,1
1291,528,622,1
1292,2165,3596,1
1293,1461,2753,0
1294,4409,2121,1
1295,5060,3313,1
1296,5090,1120,0
1297,4858,4066,0
1298,6647,3082,1
1299,4016,2978,1
1300,5551,335,0
1301,5598,468,1
1302,297,1176,0
1303,2335,3672,1
1304,4600,254,1
1305,3574,2222,1
1306,452,4185,0
1307,6091,1279,0
1308,1624,256,1
1309,6273,470,1
1310,5144,450,1
1311,3262,524,0
1312,2044,447,1
1313,14,2335,0
1314,1497,3227,0
1315,1800,767,1
1316,5035,1092,1
1317,762,1434,1
1318,2437,4054,0
1319,6085,192,1
1320,1900,1559,1
1321,4796,2042,0
1322,1070,3001,0
1323,5023,2304,1
1324,1902,2401,0
1325,6892,3039,1
1326,102,2933,1
1327,1991,1295,1
1328,4221,325,1
1329,1738,420,1
1330,1223,2937,0
1331,4865,2032,1
1332,136,726,1
1333,2915,1668,1
1334,2335,2768,1
1335,296,1989,1
1336,3841,3431,0
1337,522,3669,1
1338,2890,3401,0
1339,1654,4114,1
1340,4515,517,1
1341,5294,2501,0
1342,3734,4091,1
1343,4983,2719,1
1344,4778,1574,1
1345,403,2529,1
1346,463,2730,1
1347,3450,711,0
1348,2758,3401,1
1349,4471,297,0
1350,227,353,1
1351,6093,3681,1
1352,6692,2333,0
1353,5721,3085,0
1354,4244,1835,0
1355,481,1956,0
1356,6082,4040,1
1357,1866,1801,1
1358,5141,3312,0
1359,1585,2467,0
1360,6283,2961,0
1361,3010,3334,1
1362,3428,2253,1
1363,5405,1094,1
1364,1817,343,1
1365,6283,2272,0
1366,2555,3546,0
1367,2282,99,0
1368,4816,936,1
1369,3644,2901,0
1370,6294,2828,0
1371,4285,2969,1
1372,5986,1563,1
1373,4691,3594,0
1374,859,1812,0
1375,5789,3566,1
1376,987,1410,1
1377,577,181,1
1378,7093,1364,0
1379,982,847,1
1380,4056,1790,0
1381,1190,3183,0
1382,2229,1917,0
1383,6909,2095,1
1384,6822,3844,1
1385,1528,1815,1
1386,6079,3664,0
1387,5417,214,1
1388,5177,4173,1
1389,3216,1187,0
1390,2156,4134,0
1391,2025,962,0
1392,2678,3505,0
1393,3986,1759,1
1394,1648,2663,1
1395,680,539,1
1396,1864,2948,1
1397,6552,346,1
1398,707,2953,0
1399,1637,3086,0
1400,911,1264,0
1401,5439,1753,0
1402,1503,1790,1
1403,5196,2062,0
1404,6057,4043,0
1405,6324,4084,1
1406,3312,2139,0
1407,1119,1115,1
1408,198,1115,0
1409,3960,1301,1
1410,2184,770,0
