,user_id,item_id,interaction
207,1168,3499,1
208,4508,977,1
209,4869,791,0
210,6109,450,0
211,487,2641,1
212,2830,2440,0
213,2353,3342,0
214,1697,1962,0
215,764,3597,0
216,2287,1116,0
217,4126,1956,0
218,4094,816,0
219,6981,451,1
220,863,705,1
221,4869,306,1
222,5579,250,0
223,6383,2710,0
224,275,438,0
225,1070,830,0
226,6589,3734,1
227,5747,3329,1
228,2162,4170,0
229,5145,1838,1
230,5013,280,1
231,6176,668,1
232,1886,95,1
233,786,1498,1
234,5407,573,1
235,3915,3098,0
236,5218,1782,1
237,4844,3041,0
238,5054,2063,0
239,2001,3911,1
240,4942,1421,0
241,4531,2763,0
242,3157,830,1
243,1084,3252,0
244,3342,3620,0
245,3909,3895,1
246,3975,951,1
247,2925,3021,0
248,6601,1230,0
249,389,965,0
250,2423,3271,0
251,3168,3719,0
252,4405,2256,1
253,621,1788,0
254,1546,1075,1
255,5704,1080,1
256,3215,3406,1
257,6397,2104,0
258,659,2048,1
259,6919,408,0
260,5316,2568,1
261,2832,3900,0
262,3533,1115,0
263,6763,3921,1
264,2349,2502,0
265,2735,1777,1
266,2345,3642,1
267,1817,2297,0
268,2879,3013,1
269,3035,2273,1
270,5155,2897,1
271,7026,3477,1
272,5836,1815,0
273,6606,3169,0
274,6644,1999,0
275,3814,816,1
276,4428,2310,0
277,6410,3901,1
278,1094,1923,0
279,5124,236,1
280,7056,2769,1
281,4213,1318,0
282,7021,2661,0
283,1187,452,1
284,4380,2852,0
285,1514,3888,1
286,459,2424,1
287,5019,2035,0
288,6742,3029,1
289,2963,1158,0
290,4822,295,1
291,4295,2697,0
292,190,3593,1
293,4710,1863,1
294,882,606,1
295,1694,4041,0
296,781,1668,0
297,7046,680,0
298,1893,531,1
299,4320,3732,1
300,2833,3994,0
301,6503,1547,1
302,3413,3929,1
303,3457,1142,0
304,559,2924,1
305,1053,1400,0
306,6274,1035,1
307,3878,3733,1
308,5021,4208,1
309,2364,2988,0
310,3156,2351,1
311,4316,742,1
312,1264,4205,0
313,527,2310,0
314,1902,2238,1
315,6915,1358,1
316,3595,657,1
317,3107,989,0
318,2562,4044,1
319,6796,2823,1
320,5120,2005,0
321,2651,1765,1
322,1512,3875,0
323,6981,2905,0
324,4850,3959,1
325,2004,3597,1
326,199,1123,1
327,2134,4032,1
328,4476,3101,0
329,2762,4120,1
330,5903,1360,0
331,1760,595,1
332,157,1864,0
333,5545,910,1
334,4413,2013,1
335,4803,423,0
336,5220,3803,0
337,5738,937,0
338,1550,1493,1
339,6796,472,1
340,2758,1932,0
341,5564,3400,1
342,3492,2148,0
343,2452,983,0
344,563,3250,1
345,4056,1840,1
346,3320,2275,1
347,2346,946,0
348,2237,3145,1
349,3387,1938,0
350,2914,3812,1
351,1113,2455,0
352,5232,1658,1
353,882,760,0
354,2984,700,1
355,324,2517,0
356,2382,3355,1
357,2044,656,1
358,501,1025,0
359,3615,3435,1
360,2572,3055,0
361,4753,2562,1
362,3325,2652,1
363,1801,4204,1
364,479,2922,0
365,5097,2895,1
366,3656,935,1
367,3278,3251,1
368,2201,1034,0
369,4336,3528,0
370,3668,2290,1
371,1111,3823,1
372,5511,1436,0
373,3253,1538,0
374,1324,2818,1
375,1269,2148,0
376,3306,825,0
377,1595,3672,1
378,4092,3380,0
379,6077,3526,0
380,367,2820,1
381,4250,929,1
382,2871,3200,1
383,2531,1025,0
384,4808,1947,0
385,4983,2960,0
386,4793,338,1
387,404,3731,0
388,3472,854,0
389,5143,787,1
390,2519,2405,0
391,4058,840,1
392,6797,3284,1
393,4148,4159,1
394,1580,1822,0
395,6700,1657,0
396,4112,268,1
397,1269,1372,0
398,1852,963,0
399,2568,387,0
400,1407,3981,1
401,3737,2794,0
402,2042,1966,1
403,2197,597,1
404,4498,1707,0
405,3282,798,1
406,2707,3000,0
407,4801,2299,1
408,4611,3131,0
409,5886,2652,1
410,764,2474,1
411,4242,3393,1
412,1295,294,0
413,6747,3220,1
414,2797,3774,1
415,2019,2971,0
416,1290,3337,0
417,1735,2167,0
418,1324,835,0
419,4373,1154,0
420,6918,3417,0
421,1735,4207,0
422,2335,2827,1
423,3801,3395,0
424,5908,1822,1
425,329,938,0
426,3756,3875,1
427,3230,3224,1
428,2382,3131,0
429,1062,632,1
430,5790,1807,0
431,4656,2341,1
432,5798,900,1
433,3153,19,0
434,89,1528,0
435,83,649,0
436,1897,148,1
437,2504,2414,1
438,5555,2214,0
439,4669,1060,0
440,3480,3427,1
441,2830,929,0
442,147,762,1
443,464,542,0
444,3074,1769,1
445,4300,3143,0
446,4177,1035,0
447,3880,3392,1
448,924,533,0
449,2636,3405,1
450,2491,1863,1
451,5943,2431,1
452,821,1686,1
453,4655,2638,0
454,3233,1291,0
455,4243,1533,0
456,288,2761,0
457,6916,2620,0
458,3917,1558,0
459,6323,636,1
460,1196,251,0
461,3695,643,0
462,4544,3498,1
463,479,2091,0
464,650,2382,1
465,5183,3316,0
466,2098,2657,1
467,6629,1168,1
468,4333,2413,1
469,1214,2101,0
470,769,1194,0
471,6603,2423,1
472,423,939,0
473,4544,3178,1
474,4318,1989,0
475,6670,1662,0
476,1391,1770,0
477,1893,861,1
478,6230,3340,0
479,5098,3074,1
480,1991,2004,1
481,366,1182,1
482,2165,4081,1
483,725,3216,0
484,6409,2715,1
485,4810,600,1
486,6645,3420,1
487,4505,3069,0
488,748,2823,0
489,5627,1374,1
490,4845,2655,1
491,7108,3644,1
492,6719,899,0
493,6224,1535,1
494,5218,1582,0
495,3485,111,0
496,5572,1290,0
497,3905,1108,0
498,3670,2452,0
499,5050,1009,0
500,6861,3860,1
501,6234,1576,0
502,6596,308,0
503,2522,3198,1
504,2361,1432,1
505,3155,3995,0
506,3824,140,1
507,3072,2611,1
508,3366,1074,0
509,2733,4145,0
510,4003,2906,1
511,213,2060,1
512,5828,3585,0
513,1076,3318,0
514,2709,3997,0
515,107,3555,0
516,2870,1067,0
517,4877,3452,1
518,4936,1759,1
519,209,1416,0
520,276,2390,0
521,4615,3686,1
522,1910,3660,1
523,5585,2062,0
524,1852,3714,1
525,3127,3442,0
526,4091,2561,1
527,2552,2455,0
528,636,2172,0
529,2508,2584,1
530,6421,859,1
531,5440,2334,1
532,3108,4106,1
533,3497,2090,1
534,892,1092,1
535,1625,3191,0
536,5661,77,1
537,4250,2781,1
538,2484,3443,1
539,6669,4110,0
540,3843,3738,0
541,5917,2833,1
542,1210,686,1
543,6058,1693,1
544,4170,2361,0
545,2529,3229,1
546,916,3645,0
547,2082,1026,0
548,6017,3072,1
549,2258,1641,0
550,279,14,0
551,1826,4158,0
552,405,3797,0
553,1724,3537,0
554,147,3657,0
555,899,266,1
556,6042,371,1
557,4068,3149,1
558,3199,1860,0
559,4789,2918,0
560,1478,2550,0
561,262,3374,1
562,5524,1512,0
563,1597,3496,0
564,5904,1143,1
565,2904,3850,0
566,2778,1320,0
567,5767,3318,0
568,6720,22,0
569,3099,3928,1
570,6037,3895,1
571,1044,1125,1
572,758,3437,0
573,2139,2446,0
574,2528,3081,1
575,4866,2279,1
576,6890,2386,0
577,2195,3227,0
578,2453,2024,0
579,3819,1869,0
580,1814,3028,1
581,6521,1570,1
582,5653,3381,1
583,5017,281,1
584,5674,4091,1
585,3005,4162,1
586,7073,3652,1
587,679,1275,1
588,806,1506,1
589,6926,980,1
590,5741,982,1
591,6715,1299,0
592,1674,1728,1
593,2401,2365,1
594,5679,894,0
595,278,4120,1
596,648,675,0
597,1998,2180,1
598,447,3761,0
599,5901,467,1
600,4795,445,0
601,5037,252,1
602,27,649,0
603,4919,3624,0
604,6282,1476,1
605,6916,17,0
606,4670,337,1
607,19,67,0
608,3004,4019,0
609,5057,4084,1
610,5959,2776,1
611,713,1937,1
612,1998,2599,0
613,6968,1375,1
614,4181,1159,1
615,1958,2054,0
616,5205,3763,0
617,106,2091,1
618,2059,3838,1
619,4408,3353,1
620,2007,3640,1
621,3081,242,1
622,2771,1357,0
623,6086,2766,0
624,1354,3344,1
625,3786,3392,1
626,5843,1773,0
627,2400,124,1
628,2777,361,1
629,1998,679,1
630,7024,3036,1
631,1810,303,1
632,1532,2832,0
633,243,275,0
634,4941,1987,1
635,766,445,1
636,6919,3904,1
637,4903,1000,0
638,2290,966,1
639,6259,3164,1
640,6694,2634,0
641,2328,1828,1
642,389,740,0
643,2207,2209,1
644,5050,1536,0
645,6779,2766,1
646,3002,1651,0
647,4005,2544,0
648,6211,3238,0
649,6480,2385,1
650,667,1873,1
651,5110,684,1
652,5416,2222,1
653,4359,1512,0
654,4535,2315,1
655,4418,2238,1
656,4641,1462,0
657,1738,297,0
658,3958,904,1
659,5488,4197,0
660,695,662,1
661,696,2088,0
662,1132,3924,0
663,4276,2957,0
664,4774,3499,0
665,1559,1351,0
666,6547,3734,0
667,2687,184,1
668,6180,1600,0
669,6109,1613,1
670,3734,1750,0
671,4518,1494,0
672,4795,4065,1
673,2022,1885,0
674,2913,2136,0
675,4378,3873,0
676,1469,57,0
677,6213,784,1
678,5470,4176,1
679,1478,1250,0
680,4699,3315,1
681,1742,2132,0
682,6717,207,1
683,6571,2641,1
684,5627,2561,1
685,2404,3940,0
686,5348,2109,1
687,6086,1906,1
688,4340,1235,1
689,6118,4145,0
690,542,228,1
691,4396,368,1
692,4439,413,0
693,3065,4040,1
694,3308,2813,1
695,3652,1293,0
696,5734,3009,1
697,2557,3320,1
698,3778,793,1
699,4298,3613,1
700,63,1976,1
701,1947,1938,0
702,3254,390,0
703,2612,212,1
704,5364,3479,1
705,87,1204,0
706,5541,1705,1
707,6653,2928,1
708,4878,2053,0
709,2612,3708,1
710,6485,3676,1
711,2761,3203,1
712,484,2958,1
713,7067,4128,0
714,4524,1108,0
715,1739,1995,1
716,5116,1980,1
717,3662,4104,0
718,4882,1096,1
719,1454,2348,0
720,6698,1329,0
721,2890,2920,0
722,6707,820,1
723,3163,3694,0
724,4686,119,1
725,4284,345,1
726,381,1895,0
727,6887,2098,0
728,5702,1500,1
729,874,3936,0
730,4656,1703,0
731,558,1038,0
732,1551,3381,1
733,325,362,0
734,2751,2669,0
735,6572,232,1
736,5898,3309,1
737,1590,347,0
738,2360,1404,1
739,976,1485,1
740,481,305,1
741,1049,618,0
742,752,2695,1
743,4701,3766,1
744,6977,730,0
745,3169,4200,0
746,2179,2405,1
747,5153,3482,0
748,2180,2361,1
749,1854,1955,0
750,3164,2268,1
751,3293,2096,0
752,16,3911,1
753,7068,1152,0
754,3715,4117,0
755,827,2478,1
756,4498,334,0
757,3372,1517,0
758,3555,3827,1
759,4725,3494,0
760,1761,2492,1
761,1293,3762,1
762,4052,425,1
763,814,558,1
764,2147,1166,1
765,5631,1316,0
766,2377,1167,0
767,2547,3499,0
768,2434,2280,0
769,6805,1181,1
770,5357,1028,1
771,4493,2053,1
772,4278,2582,0
773,988,190,1
774,1167,2525,1
775,5136,2542,0
776,6669,3179,0
777,2111,3236,1
778,3678,2592,0
779,128,3378,1
780,6021,3876,1
781,1847,3858,1
782,4288,2590,0
783,2605,2808,0
784,5002,563,1
785,2938,1086,1
786,503,790,1
787,4398,3602,0
788,1125,650,0
789,1697,942,0
790,1922,2384,1
791,2186,708,0
792,5416,1667,0
793,2696,3226,0
794,2973,3318,0
795,961,121,0
796,797,2753,1
797,6142,2741,1
798,2207,1072,1
799,575,3264,1
800,2863,1347,0
801,6444,2503,0
802,7075,251,1
803,3776,3205,0
804,2407,1822,1
805,6601,956,0
806,3532,4167,1
807,2778,3987,0
808,33,4049,1
809,5721,2291,0
810,2189,879,0
811,2050,1745,0
812,3856,3245,0
813,5746,260,0
814,2962,157,1
815,2192,3274,0
816,1951,963,0
817,6025,719,1
818,3150,2149,0
819,2655,3103,1
820,1962,1182,0
821,2191,2223,1
822,1070,3659,1
823,1276,2765,0
824,4288,1294,0
825,1042,1870,0
826,1389,1645,1
827,5138,707,0
828,5121,43,0
829,3825,4042,1
830,928,258,1
831,4487,2582,0
832,4537,3088,0
833,2075,738,0
834,6443,3789,1
835,3154,3763,0
836,5723,3105,1
837,5311,2586,0
838,4602,2017,0
839,957,1299,0
840,3362,890,1
841,5134,2431,1
842,3504,738,1
843,1864,2579,1
844,6787,2889,0
845,5611,1358,1
846,5986,1075,1
847,3644,3488,1
848,3673,133,1
849,19,872,0
850,662,263,1
851,4801,836,0
852,2544,2028,0
853,3041,1262,1
854,6874,988,0
855,4226,2155,0
856,1112,315,1
857,1818,3422,0
858,5980,2879,1
859,2840,3620,0
860,5764,1889,1
861,3103,2756,0
862,3735,123,0
863,6517,2571,1
864,3336,1196,1
865,1315,4209,0
866,5165,1063,1
867,3925,2498,1
868,6954,1253,0
869,40,3620,0
870,6578,2438,0
871,3654,797,1
872,2562,502,1
873,6628,1687,1
874,6124,1872,0
875,3706,2975,1
876,6860,1503,0
877,4552,4204,0
878,1175,2861,1
879,2202,2576,1
880,1350,4214,0
881,2738,79,0
882,5006,1841,1
883,2651,1887,1
884,2564,313,0
885,6566,1126,0
886,3637,1546,0
887,43,564,0
888,6646,4203,0
889,1924,3881,1
890,2665,3062,0
891,817,1503,0
892,1768,4079,0
893,6777,4203,1
894,6565,62,0
895,3000,1342,0
896,2914,1577,0
897,3554,3369,1
898,5628,1707,1
899,1614,2078,1
900,6230,1910,1
901,7122,3445,1
902,1563,1330,0
903,1816,695,1
904,1514,2885,0
905,677,153,0
906,2010,1382,0
907,4774,767,1
908,2232,770,0
909,6110,3952,1
910,2897,308,1
911,7095,1229,0
912,4238,327,1
913,1164,2263,1
914,5641,2288,0
915,7057,416,0
916,624,1675,0
917,2537,3760,0
918,2798,4176,0
919,6909,1879,0
920,5647,1212,1
921,1073,967,1
922,1081,1400,1
923,1177,1195,1
924,2834,2860,1
925,4631,2599,0
926,4293,599,1
927,1487,345,1
928,4933,2295,1
929,2986,336,1
930,3321,344,0
931,5742,810,1
932,3793,3101,1
933,1110,3869,1
934,6585,896,1
935,4079,3082,1
936,735,700,0
937,748,2165,1
938,4676,1276,0
939,5097,1680,1
940,532,2239,1
941,549,2927,1
942,2986,1677,1
943,2609,1483,1
944,6708,3881,0
945,5836,3247,1
946,4235,1269,0
947,5406,2812,0
948,511,1857,1
949,6124,811,0
950,1314,3932,0
951,730,4225,0
952,5367,1897,0
953,54,3420,1
954,6854,1034,1
955,7089,3225,0
956,1942,2723,1
957,2619,1944,0
958,886,356,0
959,3853,1469,0
960,428,3818,0
961,4082,735,0
962,6108,1164,1
963,6529,4104,0
964,916,4062,1
965,2410,1578,1
966,2802,1614,0
967,6381,1974,0
968,1965,2952,1
969,5767,3800,1
970,4135,139,0
971,5132,2551,0
972,3875,1118,0
973,6424,1364,0
974,3260,2627,0
975,4346,903,1
976,6405,2194,0
977,2654,1014,0
978,4214,1274,0
979,3892,3988,1
980,2805,1796,0
981,7005,1619,0
982,4319,1618,1
983,3138,2934,1
984,4726,2844,0
985,158,2756,1
986,3053,323,0
987,4470,3388,0
988,6979,2812,1
989,3020,2209,0
990,5637,4167,1
991,6489,3038,0
992,2061,3548,0
993,6945,2828,1
994,3058,2350,1
995,2004,1300,0
996,3883,1791,0
997,2079,253,1
998,2439,2714,1
999,5783,339,1
1000,6806,2030,0
1001,5761,3387,0
1002,3777,4107,0
1003,6011,3546,0
1004,4677,1198,1
1005,2556,2630,1
1006,6543,3653,1
1007,5969,3897,1
1008,3586,484,0
1009,2223,2337,1
1010,1742,988,1
1011,3742,2544,1
1012,5952,2826,0
1013,4466,3886,1
1014,3490,2581,0
1015,3924,304,1
1016,1052,644,0
1017,5257,683,1
1018,199,1092,1
1019,2696,3233,1
1020,3633,681,0
1021,3042,1143,0
1022,2517,2856,0
1023,618,1084,0
1024,2807,468,1
1025,6677,4117,0
1026,6641,1611,1
1027,3685,109,0
1028,4287,270,0
1029,4473,1354,1
1030,5757,1897,1
1031,373,1609,1
1032,5836,3064,1
1033,3686,3143,0
1034,4753,3783,0
1035,2995,87,0
1036,4478,2966,0
1037,4763,3063,1
1038,3963,2618,1
1039,6627,1552,0
1040,5476,615,1
1041,5182,2970,0
1042,1582,787,0
1043,1957,2572,1
1044,5902,2032,1
1045,1139,2815,0
1046,5828,2793,1
1047,4941,1132,0
1048,578,2301,1
1049,7101,2094,1
1050,701,420,0
1051,423,1600,0
1052,5651,1493,0
1053,3776,4113,0
1054,1205,2245,0
1055,2246,908,0
1056,524,2407,0
1057,6286,31,0
1058,84,3568,0
1059,6057,4154,0
1060,6614,746,1
1061,442,1117,0
1062,6583,117,0
1063,2340,2067,0
1064,2460,1194,1
1065,2771,1923,0
1066,1229,3676,0
1067,1403,1198,1
1068,1865,946,0
1069,6216,2510,1
1070,4077,3598,1
1071,4784,3428,1
1072,3159,1330,1
1073,6413,3557,0
1074,3146,2518,1
1075,6574,1444,1
1076,5327,666,1
1077,1724,1551,0
1078,4096,736,0
1079,5639,914,1
1080,4143,3450,0
1081,3135,1396,0
1082,229,607,1
1083,3386,2146,0
1084,5084,3763,1
1085,3344,2022,0
1086,3422,605,1
1087,4226,1577,1
1088,2785,2058,1
1089,1765,3412,1
1090,1065,423,0
1091,1568,458,1
1092,6929,3587,1
1093,1180,95,1
1094,5379,521,0
1095,2530,1087,1
1096,2070,1340,0
1097,6228,466,0
1098,562,1559,0
1099,4201,111,1
1100,2553,3986,1
1101,507,1801,0
1102,3318,2501,1
1103,3342,354,1
1104,5472,3889,1
1105,4764,1962,1
1106,6994,1571,1
1107,5243,3181,1
1108,4489,3654,0
1109,4991,196,0
1110,5710,2241,0
1111,6720,2790,1
1112,4482,1808,0
1113,1761,1199,0
1114,3809,2055,1
1115,4921,1168,1
1116,198,3153,0
1117,2242,3915,1
1118,453,3268,1
1119,6875,1674,1
1120,3521,3997,1
1121,4636,2407,1
1122,3712,3053,0
1123,3881,3454,0
1124,4532,406,0
1125,3559,2985,0
1126,604,4104,0
1127,4655,2168,0
1128,4477,3421,1
1129,4755,2243,1
1130,4533,1368,1
1131,2594,340,0
1132,1762,294,1
1133,5197,4120,1
1134,3278,3631,0
1135,505,3947,0
1136,622,234,1
1137,5358,2857,1
1138,1590,3636,0
1139,3405,1522,0
1140,1826,2971,0
1141,5839,2942,0
1142,928,2822,0
1143,5574,2441,1
1144,2348,167,0
1145,2690,2264,0
1146,3042,1699,1
1147,1688,2081,1
1148,2491,403,1
1149,1826,2872,1
1150,1345,3681,1
1151,5660,273,0
1152,6275,192,0
1153,137,2095,1
1154,5845,136,1
1155,2083,3924,1
1156,3397,290,1
1157,6677,3129,0
1158,1269,2809,0
1159,6139,3199,0
1160,3164,3972,0
1161,6675,3623,0
1162,2139,2104,1
1163,917,1407,1
1164,1628,2098,1
1165,1096,639,0
1166,6081,1731,0
1167,6277,1382,1
1168,3854,1642,0
1169,6320,3768,0
1170,7082,1194,1
1171,906,1584,1
1172,865,2218,0
1173,5002,1380,0
1174,7104,679,1
1175,1216,475,1
1176,1965,3096,0
1177,2659,1261,0
1178,3165,2542,1
1179,1681,1189,1
1180,4278,3956,1
1181,2368,1785,0
1182,4176,2390,1
1183,25,4023,0
1184,3473,3127,0
1185,6828,1913,1
1186,4493,3535,0
1187,102,835,0
1188,6077,3624,0
1189,176,1839,0
1190,1800,115,1
1191,7043,3744,0
1192,1780,4019,1
1193,6668,1096,1
1194,5359,4152,0
1195,5283,1709,0
1196,2206,3759,0
1197,6006,890,1
1198,1512,797,1
1199,3732,731,0
1200,1586,2806,1
1201,5827,3852,1
1202,1979,126,1
1203,7088,2487,0
1204,4672,3215,0
1205,1454,2650,1
1206,3745,1496,1
1207,2907,57,0
1208,1448,607,1
1209,2084,3105,1
1210,494,4194,0
1211,1633,2835,0
1212,1788,3418,0
1213,6729,982,0
1214,4035,3433,0
1215,6628,3529,1
1216,4535,1777,1
1217,5476,1340,0
1218,3778,2917,1
1219,1523,1990,0
1220,6088,3073,1
1221,3338,1866,0
1222,4052,3677,0
1223,1595,3475,1
1224,189,2293,0
1225,2452,1726,1
1226,672,2100,0
1227,471,2889,1
1228,4909,1772,1
1229,4991,1383,1
1230,6756,943,0
1231,3014,918,0
1232,6212,1194,0
1233,1049,1705,0
1234,3420,738,0
1235,3590,2437,0
1236,4418,120,1
1237,4005,4190,0
1238,5553,1171,0
1239,17,3010,0
1240,4549,1247,1
1241,4158,440,0
1242,743,3425,1
1243,2857,3723,0
1244,3834,3332,0
1245,5022,804,1
1246,3534,3270,0
1247,3922,2886,1
1248,1474,3232,1
1249,532,3674,1
1250,4512,1855,0
1251,965,1388,1
1252,672,120,1
1253,2082,265,1
1254,434,1174,0
1255,2271,875,0
1256,5107,2176,1
1257,4094,3663,1
1258,2659,1244,1
1259,5801,3238,0
1260,6552,1816,1
1261,4779,1973,1
1262,4989,1134,0
1263,2137,2047,1
1264,3003,2393,1
1265,681,1577,1
1266,5146,1893,0
1267,6020,666,1
1268,3831,839,1
1269,3610,2498,1
1270,3023,1805,0
1271,5181,182,0
1272,822,1680,1
1273,658,2977,0
1274,6900,1021,1
1275,472,2978,0
1276,1726,596,0
1277,1100,1429,0
1278,2597,152,1
1279,6387,2399,0
1280,2896,3138,1
1281,2626,3588,0
1282,1487,1572,0
1283,6211,1007,1
1284,4611,3754,0
1285,3095,3405,1
1286,601,3051,0
1287,4258,2569,0
1288,3242,1074,1
1289,3881,2932,1
1290,5768,1406,0
1291,6456,523,0
1292,2318,2629,1
1293,6459,1999,0
1294,4724,1375,0
1295,4284,2567,1
1296,1900,1131,1
1297,5850,1877,0
1298,3263,650,1
1299,1933,1952,1
1300,478,1423,0
1301,5553,4118,0
1302,1318,1771,1
1303,6806,3084,1
1304,6258,545,1
1305,418,4133,0
1306,4869,3203,0
1307,2287,559,1
1308,5589,3749,1
1309,447,1736,0
1310,6195,3737,1
1311,3006,2144,0
1312,3459,3059,0
1313,5886,395,1
1314,5101,3671,1
1315,5790,4112,1
1316,5459,2914,0
1317,3826,3955,1
1318,1907,3971,1
1319,3110,496,1
1320,6062,1389,1
1321,2231,1021,0
1322,3212,1336,1
1323,4004,3956,1
1324,1181,396,0
1325,3171,896,1
1326,134,652,1
1327,1568,800,0
1328,169,3275,1
1329,6513,3068,0
1330,4087,2496,1
1331,5720,2358,1
1332,2758,3173,1
1333,2598,2968,1
1334,5150,981,0
1335,1154,2142,0
1336,1257,1666,1
1337,5272,1441,1
1338,3059,1512,1
1339,4546,2455,0
1340,5871,3533,0
1341,6853,2976,1
1342,5525,1353,1
1343,6106,1245,1
1344,3561,1498,1
1345,5406,701,0
1346,5063,2932,0
1347,165,3351,1
1348,6287,2307,0
1349,6456,2077,1
1350,996,3818,0
1351,5574,4161,1
1352,1501,1037,0
1353,6584,1909,1
1354,1034,3492,0
1355,4225,3481,0
1356,2676,1575,0
1357,7012,2579,0
1358,3631,3855,1
1359,4899,3718,0
1360,5865,349,0
1361,6787,4025,1
1362,324,3652,0
1363,1965,3506,0
1364,5829,430,0
1365,4008,3698,1
1366,4614,1562,1
1367,2126,1071,0
1368,3980,2915,1
1369,5734,831,1
1370,5327,2236,0
1371,654,2362,0
1372,570,1270,1
1373,2143,1300,0
1374,4411,260,0
1375,6904,62,1
1376,1851,3087,1
1377,6792,2828,0
1378,7102,4137,1
1379,1344,591,0
1380,4155,836,0
1381,886,443,0
1382,7026,3680,1
1383,5287,2578,1
1384,996,3205,0
1385,836,683,0
1386,835,2048,0
1387,17,2605,0
1388,2267,733,1
1389,2134,981,1
1390,735,1798,0
1391,6629,3902,0
1392,223,3725,1
1393,5296,2146,0
1394,5647,3725,0
1395,4866,3271,1
1396,544,1421,0
1397,2004,52,0
1398,6513,3865,1
1399,6707,2280,0
1400,5527,2625,0
1401,3318,400,1
1402,5294,2523,1
1403,2557,776,0
1404,3503,2813,1
1405,3649,2015,1
1406,3017,1976,0
1407,542,1656,1
